Title	Venue	Year	Authors
"I always assumed that I wasn't really that close to [her]": Reasoning about Invisible Algorithms in News Feeds.	CHI	2015	["Motahhare Eslami", "Aimee Rickman", "Kristen Vaccaro", "Amirhossein Aleyasen", "Andy Vuong", "Karrie Karahalios", "Kevin Hamilton", "Christian Sandvig"]
News Feed: What's in it for Me?	CHI	2015	["Paul Lapides", "Apoorve Chokshi", "M. Sheelagh T. Carpendale", "Saul Greenberg"]
Understanding User Beliefs About Algorithmic Curation in the Facebook News Feed.	CHI	2015	["Emilee Rader", "Rebecca Gray"]
Cross-language Wikipedia Editing of Okinawa, Japan.	CHI	2015	["Scott A. Hale"]
Societal Controversies in Wikipedia Articles.	CHI	2015	["Erik Borra", "Esther Weltevrede", "Paolo Ciuccarelli", "Andreas Kaltenbrunner", "David Laniado", "Giovanni Magni", "Michele Mauri", "Richard Rogers", "Tommaso Venturini"]
Barriers to the Localness of Volunteered Geographic Information.	CHI	2015	["Shilad Sen", "Heather Ford", "David R. Musicant", "Mark Graham", "Oliver S. B. Keyes", "Brent Hecht"]
The Heart Work of Wikipedia: Gendered, Emotional Labor in the World's Largest Online Encyclopedia.	CHI	2015	["Amanda Menking", "Ingrid Erickson"]
How Activists Are Both Born and Made: An Analysis of Users on Change.org.	CHI	2015	["Shih-Wen Huang", "Minhyang (Mia) Suh", "Benjamin Mako Hill", "Gary Hsieh"]
Personalized, Wearable Control of a Head-mounted Display for Users with Upper Body Motor Impairments.	CHI	2015	["Meethu Malu", "Leah Findlater"]
Designing Conversation Cues on a Head-Mounted Display to Support Persons with Aphasia.	CHI	2015	["Kristin Williams", "Karyn Moffatt", "Denise McCall", "Leah Findlater"]
Head-Mounted Display Visualizations to Support Sound Awareness for the Deaf and Hard of Hearing.	CHI	2015	["Dhruv Jain", "Leah Findlater", "Jamie Gilkeson", "Benjamin Holland", "Ramani Duraiswami", "Dmitry N. Zotkin", "Christian Vogler", "Jon E. Froehlich"]
Using Interactive Machine Learning to Support Interface Development Through Workshops with Disabled People.	CHI	2015	["Simon Katan", "Mick Grierson", "Rebecca Fiebrink"]
Tongue-in-Cheek: Using Wireless Signals to Enable Non-Intrusive and Flexible Facial Gestures Detection.	CHI	2015	["Mayank Goel", "Chen Zhao", "Ruth Vinisha", "Shwetak N. Patel"]
MatrixWave: Visual Comparison of Event Sequence Data.	CHI	2015	["Jian Zhao", "Zhicheng Liu", "Mira Dontcheva", "Aaron Hertzmann", "Alan Wilson"]
The Effects of Representation and Juxtaposition on Graphical Perception of Matrix Visualization.	CHI	2015	["Xiaotong Liu", "Han-Wei Shen"]
g-Miner: Interactive Visual Group Mining on Multivariate Graphs.	CHI	2015	["Nan Cao", "Yu-Ru Lin", "Liangyue Li", "Hanghang Tong"]
Trajectory Bundling for Animated Transitions.	CHI	2015	["Fan Du", "Nan Cao", "Jian Zhao", "Yu-Ru Lin"]
Physical Loci: Leveraging Spatial, Object and Semantic Memory for Command Selection.	CHI	2015	["Simon T. Perrault", "Eric Lecolinet", "Yoann Pascal Bourse", "Shengdong Zhao", "Yves Guiard"]
LeviPath: Modular Acoustic Levitation for 3D Path Visualisations.	CHI	2015	["Themis Omirou", "Asier Marzo", "Sue Ann Seah", "Sriram Subramanian"]
Twist and Learn: Interface Learning in 3DOF Exploration of 3D Scatterplots.	CHI	2015	["Mark M. Shovman", "James L. Bown", "Andrea Szymkowiak", "Kenneth C. Scott-Brown"]
THING: Introducing a Tablet-based Interaction Technique for Controlling 3D Hand Models.	CHI	2015	["Merwan Achibet", "G\u00e9ry Casiez", "Anatole L\u00e9cuyer", "Maud Marchal"]
The Roly-Poly Mouse: Designing a Rolling Input Device Unifying 2D and 3D Interaction.	CHI	2015	["Gary Perelman", "Marcos Serrano", "Mathieu Raynal", "Celia Picard", "Mustapha Derras", "Emmanuel Dubois"]
ModelTracker: Redesigning Performance Analysis Tools for Machine Learning.	CHI	2015	["Saleema Amershi", "Max Chickering", "Steven M. Drucker", "Bongshin Lee", "Patrice Y. Simard", "Jina Suh"]
How Good is 85%?: A Survey Tool to Connect Classifier Evaluation to Acceptability of Accuracy.	CHI	2015	["Matthew Kay", "Shwetak N. Patel", "Julie A. Kientz"]
Examining the Peak-End Effects of Subjective Experience.	CHI	2015	["Andy Cockburn", "Philip Quinn", "Carl Gutwin"]
Survival Analysis: Objective assessment of Wait Time in HCI.	CHI	2015	["Siddhartha Asthana", "Pushpendra Singh", "Parul Gupta"]
Deformable Interfaces for Performing Music.	CHI	2015	["Giovanni Maria Troiano", "Esben Warming Pedersen", "Kasper Hornb\u00e6k"]
Sculpting a Mobile Musical Soundtrack.	CHI	2015	["Adrian Hazzard", "Steve Benford", "Gary E. Burnett"]
Walking by Drawing.	CHI	2015	["Daniela K. Rosner", "Hidekazu Saegusa", "Jeremy Friedland", "Allison Chambliss"]
ArtMaps: Interpreting the Spatial Footprints of Artworks.	CHI	2015	["Tim Coughlan", "Laura Carletti", "Gabriella Giannachi", "Steve Benford", "Derek McAuley", "Dominic Price", "Cristina Locatelli", "Rebecca Sinker", "John Stack"]
Sangeet Swara: A Community-Moderated Voice Forum in Rural India.	CHI	2015	["Aditya Vashistha", "Edward Cutrell", "Gaetano Borriello", "William Thies"]
Mobile Phones for Maternal Health in Rural India.	CHI	2015	["Neha Kumar", "Richard J. Anderson"]
Residual Mobilities: Infrastructural Displacement and Post-Colonial Computing in Bangladesh.	CHI	2015	["Syed Ishtiaque Ahmed", "Nusrat Jahan Mim", "Steven J. Jackson"]
Más Tecnologia, Más Cambio?: Investigating an Educational Technology Project in Rural Peru.	CHI	2015	["Emeline Therias", "Jon Bird", "Paul Marshall"]
Playing the Legal Card: Using Ideation Cards to Raise Data Protection Issues within the Design Process.	CHI	2015	["Ewa Luger", "Lachlan Urquhart", "Tom Rodden", "Michael Golembewski"]
Crowdsourced Exploration of Security Configurations.	CHI	2015	["Qatrunnada Ismail", "Tousif Ahmed", "Apu Kapadia", "Michael K. Reiter"]
Open Book: A Socially-inspired Cloaking Technique that Uses Lexical Abstraction to Transform Messages.	CHI	2015	["Eric Gilbert"]
Sensors Know When to Interrupt You in the Car: Detecting Driver Interruptibility Through Monitoring of Peripheral Interactions.	CHI	2015	["Seungjun Kim", "Jaemin Chun", "Anind K. Dey"]
LApp: A Speech Loudness Application for People with Parkinson's on Google Glass.	CHI	2015	["Roisin McNaney", "Ivan Poliakov", "John Vines", "Madeline Balaam", "Pengfei Zhang", "Patrick Olivier"]
Designing for and with People with Parkinson's: A Focus on Exergaming.	CHI	2015	["Roisin McNaney", "Madeline Balaam", "Amey Holden", "Guy Schofield", "Daniel Jackson", "Mary Webster", "Brook Galna", "Gillian Barry", "Lynn Rochester", "Patrick Olivier"]
Being Seen: Co-Interpreting Parkinson's Patient's Movement Ability in Deep Brain Stimulation Programming.	CHI	2015	["Helena M. Mentis", "Rita Shewbridge", "Sharon Powell", "Paul Fishman", "Lisa Shulman"]
The Virtual Meditative Walk: Virtual Reality Therapy for Chronic Pain Management.	CHI	2015	["Diane Gromala", "Xin Tong", "Amber Choo", "Mehdi Karamnejad", "Chris D. Shaw"]
Sharing is Caring: Assistive Technology Designs on Thingiverse.	CHI	2015	["Erin Buehler", "Stacy M. Branham", "Abdullah Ali", "Jeremy J. Chang", "Megan Kelly Hofmann", "Amy Hurst", "Shaun K. Kane"]
Understanding the Role of Community in Online Dating.	CHI	2015	["Christina A. Masden", "W. Keith Edwards"]
Making Social Matching Context-Aware: Design Concepts and Open Challenges.	CHI	2015	["Julia M. Mayer", "Starr Roxanne Hiltz", "Quentin Jones"]
The Known Stranger: Supporting Conversations between Strangers with Personalized Topic Suggestions.	CHI	2015	["Tien T. Nguyen", "Duyen T. Nguyen", "Shamsi T. Iqbal", "Eyal Ofek"]
Augmenting Social Interactions: Realtime Behavioural Feedback using Social Signal Processing Techniques.	CHI	2015	["Ionut Damian", "Chiew Seng Sean Tan", "Tobias Baur", "Johannes Sch\u00f6ning", "Kris Luyten", "Elisabeth Andr\u00e9"]
Understanding Long-Term Interactions with a Slow Technology: an Investigation of Experiences with FutureMe.	CHI	2015	["William Odom"]
Reflective Informatics: Conceptual Dimensions for Designing Technologies of Reflection.	CHI	2015	["Eric P. S. Baumer"]
Stock Lamp: An Engagement-Versatile Visualization Design.	CHI	2015	["Yuzuru Tanahashi", "Kwan-Liu Ma"]
Real-Time Representation Versus Response Elicitation in Biosensor Data.	CHI	2015	["Mark Matthews", "Jaime Snyder", "Lindsay Reynolds", "Jacqueline T. Chien", "Adam Shih", "Jonathan W. Lee", "Geri Gay"]
Tutorial Authorship and Hybrid Designers: The Joy (and Frustration) of DIY Tutorials.	CHI	2015	["Ron Wakkary", "Markus Lorenz Schilling", "Matthew A. Dalton", "Sabrina Hauser", "Audrey Desjardins", "Xiao Zhang", "Henry W. J. Lin"]
Hybrid Practice in the Kalahari: Design Collaboration through Digital Tools and Hunter-Gatherer Craft.	CHI	2015	["Jennifer Jacobs", "Amit Zoran"]
The Proper Care and Feeding of Hackerspaces: Care Ethics and Cultures of Making.	CHI	2015	["Austin L. Toombs", "Shaowen Bardzell", "Jeffrey Bardzell"]
Patterns of Physical Design Remixing in Online Maker Communities.	CHI	2015	["Lora Oehlberg", "Wesley Willett", "Wendy E. Mackay"]
Effects of Language Modeling and its Personalization on Touchscreen Typing Performance.	CHI	2015	["Andrew Fowler", "Kurt Partridge", "Ciprian Chelba", "Xiaojun Bi", "Tom Ouyang", "Shumin Zhai"]
VelociTap: Investigating Fast Mobile Text Entry using Sentence-Based Decoding of Touchscreen Keyboard Input.	CHI	2015	["Keith Vertanen", "Haythem Memmi", "Justin Emge", "Shyam Reyal", "Per Ola Kristensson"]
Text Entry on Tiny QWERTY Soft Keyboards.	CHI	2015	["Luis A. Leiva", "Alireza Sahami Shirazi", "Alejandro Catal\u00e1", "Niels Henze", "Albrecht Schmidt"]
Performance and User Experience of Touchscreen and Gesture Keyboards in a Lab Setting and in the Wild.	CHI	2015	["Shyam Reyal", "Shumin Zhai", "Per Ola Kristensson"]
Using Time-Anchored Peer Comments to Enhance Social Interaction in Online Educational Videos.	CHI	2015	["Yi-Chieh Lee", "Wen-Chieh Lin", "Fu-Yin Cherng", "Hao-Chuan Wang", "Ching-Ying Sung", "Jung-Tai King"]
Designing a Physical Aid to Support Active Reading on Tablets.	CHI	2015	["Andrea Bianchi", "So-Ryang Ban", "Ian Oakley"]
Couples' Communication Channels: What, When & Why?	CHI	2015	["Henriette Cramer", "Maia L. Jacobs"]
The Messaging Kettle: Prototyping Connection over a Distance between Adult Children and Older Parents.	CHI	2015	["Margot Brereton", "Alessandro Soro", "Kate Vaisutis", "Paul Roe"]
The Effect of Signal Expense and Dependability on Family Communication in Rural and Northern Canada.	CHI	2015	["Roberta M. Melvin", "Andrea Bunt", "Erick Oduor", "Carman Neustaedter"]
Texting while Parenting: How Adults Use Mobile Phones while Caring for Children at the Playground.	CHI	2015	["Alexis Hiniker", "Kiley Sobel", "Hyewon Suh", "Yi-Chen Sung", "Charlotte P. Lee", "Julie A. Kientz"]
Exploring Time-Dependent Concerns about Pregnancy and Childbirth from Search Logs.	CHI	2015	["Adam Fourney", "Ryen W. White", "Eric Horvitz"]
Run Spot Run: Capturing and Tagging Footage of a Race by Crowds of Spectators.	CHI	2015	["Martin D. Flintham", "Raphael Velt", "Max L. Wilson", "Edward J. Anstead", "Steve Benford", "Anthony Brown", "Timothy Pearce", "Dominic Price", "James Sprinks"]
Crowdsourcing Synchronous Spectator Support: (go on, go on, you're the best)n-1.	CHI	2015	["Franco Curmi", "Maria Angela Ferrario", "Jon Whittle", "Florian 'Floyd' Mueller"]
Bootlegger: Turning Fans into Film Crew.	CHI	2015	["Guy Schofield", "Tom Bartindale", "Peter C. Wright"]
In-group Questions and Out-group Answers: Crowdsourcing Daily Living Advice for Individuals with Autism.	CHI	2015	["Hwajung Hong", "Eric Gilbert", "Gregory D. Abowd", "Rosa I. Arriaga"]
Your Location has been Shared 5, 398 Times!: A Field Study on Mobile App Privacy Nudging.	CHI	2015	["Hazim Almuhimedi", "Florian Schaub", "Norman M. Sadeh", "Idris Adjerid", "Alessandro Acquisti", "Joshua Gluck", "Lorrie Faith Cranor", "Yuvraj Agarwal"]
Can an Algorithm Know the "Real You"?: Understanding People's Reactions to Hyper-personal Analytics Systems.	CHI	2015	["Jeffrey Warshaw", "Tara Matthews", "Steve Whittaker", "Chris Kau", "Mateo N. Bengualid", "Barton A. Smith"]
Privacy Tipping Points in Smartphones Privacy Preferences.	CHI	2015	["Fuming Shih", "Ilaria Liccardi", "Daniel J. Weitzner"]
VeilMe: An Interactive Visualization Tool for Privacy Configuration of Using Personality Traits.	CHI	2015	["Yang Wang", "Liang Gou", "Anbang Xu", "Michelle X. Zhou", "Huahai Yang", "Hernan Badenes"]
No News is Good News: Remote Monitoring of Implantable Cardioverter-Defibrillator Patients.	CHI	2015	["Mikael B. Skov", "Pauline G. Johansen", "Charlotte S. Skov", "Astrid Lauberg"]
Smart Homes that Monitor Breathing and Heart Rate.	CHI	2015	["Fadel Adib", "Hongzi Mao", "Zachary Kabelac", "Dina Katabi", "Robert C. Miller"]
Balancing Accuracy and Fun: Designing Camera Based Mobile Games for Implicit Heart Rate Monitoring.	CHI	2015	["Teng Han", "Xiang Xiao", "Lanfei Shi", "John F. Canny", "Jingtao Wang"]
Measuring Photoplethysmogram-Based Stress-Induced Vascular Response Index to Assess Cognitive Load and Stress.	CHI	2015	["Yongqiang Lyu", "Xiaomin Luo", "Jun Zhou", "Chun Yu", "Congcong Miao", "Tong Wang", "Yuanchun Shi", "Ken-ichi Kameyama"]
Fluid Grouping: Quantifying Group Engagement around Interactive Tabletop Exhibits in the Wild.	CHI	2015	["Florian Block", "James Hammerman", "Michael S. Horn", "Amy Spiegel", "Jonathan Christiansen", "Brenda Caldwell Phillips", "Judy Diamond", "E. Margaret Evans", "Chia Shen"]
Flexible Ecologies And Incongruent Locations.	CHI	2015	["Paul K. Luff", "Naomi Yamashita", "Hideaki Kuzuoka", "Christian Heath"]
Mapping out Work in a Mixed Reality Project Room.	CHI	2015	["Derek F. Reilly", "Andy Echenique", "Andy Wu", "Anthony Tang", "W. Keith Edwards"]
On Vintage Values: The Experience of Secondhand Fashion Reacquisition.	CHI	2015	["Anne E. Bowser", "Oliver L. Haimson", "Edward F. Melcer", "Elizabeth F. Churchill"]
Your Money's No Good Here: The Elimination of Cash Payment on London Buses.	CHI	2015	["Gary W. Pritchard", "John Vines", "Patrick Olivier"]
Informing and Improving Retirement Saving Performance using Behavioral Economics Theory-driven User Interfaces.	CHI	2015	["Junius Gunaratne", "Oded Nov"]
Advancing Muscle-Computer Interfaces with High-Density Electromyography.	CHI	2015	["Christoph Amma", "Thomas Krings", "Jonas B\u00f6er", "Tanja Schultz"]
Proprioceptive Interaction.	CHI	2015	["Pedro Lopes", "Alexandra Ion", "Willi Mueller", "Daniel Hoffmann", "Patrik Jonell", "Patrick Baudisch"]
AudioScope: Smartphones as Directional Microphones in Mobile Audio Augmented Reality Systems.	CHI	2015	["Florian Heller", "Jan O. Borchers"]
ScanShot: Detecting Document Capture Moments and Correcting Device Orientation.	CHI	2015	["Jeungmin Oh", "Woohyeok Choi", "Joohyun Kim", "Uichin Lee"]
Mechanics of Camera Work in Mobile Video Collaboration.	CHI	2015	["Brennan Jones", "Anna Witcraft", "Scott Bateman", "Carman Neustaedter", "Anthony Tang"]
Reducing the Stress of Coordination: Sharing Travel Time Information Between Contacts on Mobile Phones.	CHI	2015	["Frank R. Bentley", "Ying-Yu Chen", "Christian Holz"]
You Can't Smoke Here: Towards Support for Space Usage Rules in Location-aware Technologies.	CHI	2015	["Pavel Andreevich Samsonov", "Xun Tang", "Johannes Sch\u00f6ning", "Werner Kuhn", "Brent Hecht"]
Blended Recommending: Integrating Interactive Information Filtering and Algorithmic Recommender Techniques.	CHI	2015	["Benedikt Loepp", "Katja Herrmanny", "J\u00fcrgen Ziegler"]
A Large-Scale Study of User Image Search Behavior on the Web.	CHI	2015	["Jaimie Yejean Park", "Neil O'Hare", "Rossano Schifanella", "Alejandro Jaimes", "Chin-Wan Chung"]
DynamicMaps: Similarity-based Browsing through a Massive Set of Images.	CHI	2015	["Yanir Kleiman", "Joel Lanir", "Dov Danon", "Yasmin Felberbaum", "Daniel Cohen-Or"]
S.O.S.: Does Your Search Engine Results Page (SERP) Need Help?	CHI	2015	["Maximilian Speicher", "Andreas Both", "Martin Gaedke"]
FeelSleeve: Haptic Feedback to Enhance Early Reading.	CHI	2015	["Nesra Yannier", "Ali Israr", "Jill Fain Lehman", "Roberta L. Klatzky"]
BodyVis: A New Approach to Body Learning Through Wearable Sensing and Visualization.	CHI	2015	["Leyla Norooz", "Matthew Louis Mauriello", "Anita Jorgensen", "Brenna McNally", "Jon E. Froehlich"]
Exploring Expressive Augmented Reality: The FingAR Puppet System for Social Pretend Play.	CHI	2015	["Zhen Bai", "Alan F. Blackwell", "George Coulouris"]
Learning from Mixed-Reality Games: Is Shaking a Tablet as Effective as Physical Observation?	CHI	2015	["Nesra Yannier", "Kenneth R. Koedinger", "Scott E. Hudson"]
Gauging Receptiveness to Social Microvolunteering.	CHI	2015	["Erin L. Brady", "Meredith Ringel Morris", "Jeffrey P. Bigham"]
Mobile Gamification for Crowdsourcing Data Collection: Leveraging the Freemium Model.	CHI	2015	["Kristen K. Dergousoff", "Regan L. Mandryk"]
Unequal Time for Unequal Value: Implications of Differing Motivations for Participation in Timebanking.	CHI	2015	["Patrick C. Shih", "Victoria Bellotti", "Kyungsik Han", "John M. Carroll"]
A Muddle of Models of Motivation for Using Peer-to-Peer Economy Systems.	CHI	2015	["Victoria Bellotti", "Alexander Ambard", "Daniel Turner", "Christina Gossmann", "Kamila Demkova", "John M. Carroll"]
Analysis of Recycling Capabilities of Individuals and Crowds to Encourage and Educate People to Separate Their Garbage Playfully.	CHI	2015	["Pascal Lessel", "Maximilian Altmeyer", "Antonio Kr\u00fcger"]
Why and what did we throw out?: Probing on Reflection through the Food Waste Diary.	CHI	2015	["Eva Ganglbauer", "Geraldine Fitzpatrick", "Florian G\u00fcldenpfennig"]
Energy Babble: Mixing Environmentally-Oriented Internet Content to Engage Community Groups.	CHI	2015	["William W. Gaver", "Mike Michael", "Tobie Kerridge", "Alex Wilkie", "Andy Boucher", "Liliana Ovalle", "Matthew Plummer-Fernandez"]
Beyond the Individual: The Contextual Wheel of Practice as a Research Framework for Sustainable HCI.	CHI	2015	["Johanne Mose Entwistle", "Mia Kruse Rasmussen", "Nervo Verdezoto", "Robert S. Brewer", "Mads Schaarup Andersen"]
Effects of Public Commitments and Accountability in a Technology-Supported Physical Activity Intervention.	CHI	2015	["Sean A. Munson", "Erin Krupka", "Caroline R. Richardson", "Paul Resnick"]
Rare World: Towards Technology for Rare Diseases.	CHI	2015	["Haley MacLeod", "Kim Oakes", "Danika Geisler", "Kay Connelly", "Katie A. Siek"]
Looking for Respite and Support: Technological Opportunities for Spousal Caregivers.	CHI	2015	["Matthieu Tixier", "Myriam Lewkowicz"]
Barriers and Negative Nudges: Exploring Challenges in Food Journaling.	CHI	2015	["Felicia Cordeiro", "Daniel A. Epstein", "Edison Thomaz", "Elizabeth Bales", "Arvind K. Jagannathan", "Gregory D. Abowd", "James Fogarty"]
Computation of Interface Aesthetics.	CHI	2015	["Aliaksei Miniukovich", "Antonella De Angeli"]
Patina Engraver: Visualizing Activity Logs as Patina in Fashionable Trackers.	CHI	2015	["Moon-Hwan Lee", "Seijin Cha", "Tek-Jin Nam"]
Real-time Guidance Camera Interface to Enhance Photo Aesthetic Quality.	CHI	2015	["Yan Xu", "Joshua Ratcliff", "James Scovell", "Gheric Speiginer", "Ronald Azuma"]
Infographic Aesthetics: Designing for the First Impression.	CHI	2015	["Lane Harrison", "Katharina Reinecke", "Remco Chang"]
ISOTYPE Visualization: Working Memory, Performance, and Engagement with Pictographs.	CHI	2015	["Steve Haroz", "Robert Kosara", "Steven L. Franconeri"]
GEM-NI: A System for Creating and Managing Alternatives In Generative Design.	CHI	2015	["Loutfouz Zaman", "Wolfgang Stuerzlinger", "Christian Neugebauer", "Rob Woodbury", "Maher Elkhaldi", "Naghmi Shireen", "Michael Terry"]
Motif: Supporting Novice Creativity through Expert Patterns.	CHI	2015	["Joy Kim", "Mira Dontcheva", "Wilmot Li", "Michael S. Bernstein", "Daniela Steinsapir"]
DesignScape: Design with Interactive Layout Suggestions.	CHI	2015	["Peter O'Donovan", "Aseem Agarwala", "Aaron Hertzmann"]
Using Game Principles in UX Research: A Board Game for Eliciting Future User Needs.	CHI	2015	["Karin Slegers", "Sanne Ruelens", "Jorick Vissers", "Pieter Duysburgh"]
Investigating the Information Transfer Efficiency of a 3x3 Watch-back Tactile Display.	CHI	2015	["Jaeyeon Lee", "Jaehyun Han", "Geehyuk Lee"]
SplitBoard: A Simple Split Soft Keyboard for Wristwatch-sized Touch Screens.	CHI	2015	["Jonggi Hong", "Seongkook Heo", "Poika Isokoski", "Geehyuk Lee"]
Beats: Tapping Gestures for Smart Watches.	CHI	2015	["Ian Oakley", "Doyoung Lee", "Md. Rasel Islam", "Augusto Esteves"]
WatchConnect: A Toolkit for Prototyping Smartwatch-Centric Cross-Device Applications.	CHI	2015	["Steven Houben", "Nicolai Marquardt"]
It's About Time: Smartwatches as Public Displays.	CHI	2015	["Jennifer Pearson", "Simon Robinson", "Matt Jones"]
TUIkit: Evaluating Physical and Functional Experiences of Tangible User Interface Prototypes.	CHI	2015	["Jorick Vissers", "David Geerts"]
Lamello: Passive Acoustic Sensing for Tangible Input Components.	CHI	2015	["Valkyrie Savage", "Andrew Head", "Bj\u00f6rn Hartmann", "Dan B. Goldman", "Gautham J. Mysore", "Wilmot Li"]
WonderLens: Optical Lenses and Mirrors for Tangible Interactions on Printed Paper.	CHI	2015	["Rong-Hao Liang", "Chao Shen", "Yu-Chien Chan", "Guan-Ting Chou", "Li-Wei Chan", "De-Nian Yang", "Mike Y. Chen", "Bing-Yu Chen"]
FugaciousFilm: Exploring Attentive Interaction with Ephemeral Material.	CHI	2015	["Hyosun Kwon", "Shashank Jaiswal", "Steve Benford", "Sue Ann Seah", "Peter D. Bennett", "Boriana Koleva", "Holger Schn\u00e4delbach"]
3D Printing Pneumatic Device Controls with Variable Activation Force Capabilities.	CHI	2015	["Marynel V\u00e1zquez", "Eric Brockmeyer", "Ruta Desai", "Chris Harrison", "Scott E. Hudson"]
Bridging the Theory-Practice Gap: Lessons and Challenges of Applying the Attachment Framework for Sustainable HCI Design.	CHI	2015	["Christian Remy", "Silke Gegenbauer", "Elaine M. Huang"]
The Transfer of Learning as HCI Similarity: Towards an Objective Assessment of the Sensory-Motor Basis of Naturalness.	CHI	2015	["Fran\u00e7ois B\u00e9rard", "Am\u00e9lie Rochet-Capellan"]
Formalizing Agreement Analysis for Elicitation Studies: New Measures, Significance Test, and Toolkit.	CHI	2015	["Radu-Daniel Vatavu", "Jacob O. Wobbrock"]
Exploring the Effect of Pre-operational Priming Intervention on Number Entry Errors.	CHI	2015	["Karen Yunqiu Li", "Patrick Oladimeji", "Harold W. Thimbleby"]
Comparing Person- and Process-centric Strategies for Obtaining Quality Data on Amazon Mechanical Turk.	CHI	2015	["Tanushree Mitra", "Clayton J. Hutto", "Eric Gilbert"]
Crowdsourced Feedback With Imagery Rather Than Text: Would Designers Use It?	CHI	2015	["David A. Robb", "Stefano Padilla", "Britta Kalkreuter", "Mike J. Chantler"]
Measuring Crowdsourcing Effort with Error-Time Curves.	CHI	2015	["Justin Cheng", "Jaime Teevan", "Michael S. Bernstein"]
The Effects of Sequence and Delay on Crowd Work.	CHI	2015	["Walter S. Lasecki", "Jeffrey M. Rzeszotarski", "Adam Marcus", "Jeffrey P. Bigham"]
Crowd Size, Diversity and Performance.	CHI	2015	["Lionel Robert", "Daniel M. Romero"]
I Know What You Did Last Week! Do You?: Dynamic Security Questions for Fallback Authentication on Smartphones.	CHI	2015	["Alina Hang", "Alexander De Luca", "Heinrich Hussmann"]
Improving Accuracy, Applicability and Usability of Keystroke Biometrics on Mobile Touchscreen Devices.	CHI	2015	["Daniel Buschek", "Alexander De Luca", "Florian Alt"]
SwiPIN: Fast and Secure PIN-Entry on Smartphones.	CHI	2015	["Emanuel von Zezschwitz", "Alexander De Luca", "Bruno Brunkow", "Heinrich Hussmann"]
