Title	Venue	Year	Authors
Helping Developers Help Themselves: Automatic Decomposition of Code Review Changesets.	ICSE (1)	2015	["Mike Barnett", "Christian Bird", "Jo\u00e3o Brunet", "Shuvendu K. Lahiri"]
Improving Predictability, Efficiency and Trust of Model-Based Proof Activity.	ICSE (2)	2015	["Jean-Frederic Etienne", "Manuel Maarek", "Florent Anseaume", "Veronique Delebarre"]
Data-Delineation in Software Binaries and its Application to Buffer-Overrun Discovery.	ICSE (1)	2015	["Denis Gopan", "Evan Driscoll", "Ducson Nguyen", "Dimitri Naydich", "Alexey Loginov", "David Melski"]
Performance Analysis Using Subsuming Methods: An Industrial Case Study.	ICSE (2)	2015	["David Maplesden", "Karl von Randow", "Ewan D. Tempero", "John G. Hosking", "John C. Grundy"]
Measuring Software Redundancy.	ICSE (1)	2015	["Antonio Carzaniga", "Andrea Mattavelli", "Mauro Pezz\u00e8"]
An Industrial Case Study on the Automated Detection of Performance Regressions in Heterogeneous Environments.	ICSE (2)	2015	["King Chun Foo", "Zhen Ming Jiang", "Bram Adams", "Ahmed E. Hassan", "Ying Zou", "Parminder Flora"]
Gray Computing: An Analysis of Computing with Background JavaScript Tasks.	ICSE (1)	2015	["Yao Pan", "Jules White", "Yu Sun", "Jeff Gray"]
Industry Practices and Event Logging: Assessment of a Critical Software Development Process.	ICSE (2)	2015	["Antonio Pecchia", "Marcello Cinque", "Gabriella Carrozza", "Domenico Cotroneo"]
Presence-Condition Simplification in Highly Configurable Systems.	ICSE (1)	2015	["Alexander von Rhein", "Alexander Grebhahn", "Sven Apel", "Norbert Siegmund", "Dirk Beyer", "Thorsten Berger"]
A Case Study in Locating the Architectural Roots of Technical Debt.	ICSE (2)	2015	["Rick Kazman", "Yuanfang Cai", "Ran Mo", "Qiong Feng", "Lu Xiao", "Serge Haziyev", "Volodymyr Fedak", "Andriy Shapochka"]
Symbolic Model Checking of Product-Line Requirements Using SAT-Based Methods.	ICSE (1)	2015	["Shoham Ben-David", "Baruch Sterin", "Joanne M. Atlee", "Sandy Beidu"]
Design and Evaluation of a Customizable Multi-Domain Reference Architecture on Top of Product Lines of Self-Driving Heavy Vehicles - An Industrial Case Study.	ICSE (2)	2015	["Jan Schroeder", "Daniela Holzner", "Christian Berger", "Carl-Johan Hoel", "Leo Laine", "Anders Magnusson"]
Approximating Attack Surfaces with Stack Traces.	ICSE (2)	2015	["Christopher Theisen", "Kim Herzig", "Patrick Morrison", "Brendan Murphy", "Laurie A. Williams"]
Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models.	ICSE (1)	2015	["Antonio Filieri", "Lars Grunske", "Alberto Leva"]
Avoiding Security Pitfalls with Functional Programming: A Report on the Development of a Secure XML Validator.	ICSE (2)	2015	["Damien Doligez", "Christ\u00e8le Faure", "Th\u00e9r\u00e8se Hardin", "Manuel Maarek"]
Tempura: Temporal Dimension for IDEs.	ICSE (1)	2015	["Yun Young Lee", "Darko Marinov", "Ralph E. Johnson"]
"Should We Move to Stack Overflow?" Measuring the Utility of Social Media for Developer Support.	ICSE (2)	2015	["Megan Squire"]
Supporting Selective Undo in a Code Editor.	ICSE (1)	2015	["YoungSeok Yoon", "Brad A. Myers"]
A Field Study on Fostering Structural Navigation with Prodet.	ICSE (2)	2015	["Vinay Augustine", "Patrick Francis", "Xiao Qu", "David C. Shepherd", "Will Snipes", "Christoph Br\u00e4unlich", "Thomas Fritz"]
Cascade: A Universal Programmer-Assisted Type Qualifier Inference Tool.	ICSE (1)	2015	["Mohsen Vakilian", "Amarin Phaosawasdi", "Michael D. Ernst", "Ralph E. Johnson"]
How and When to Transfer Software Engineering Research via Extensions.	ICSE (2)	2015	["David C. Shepherd", "Kostadin Damevski", "Lori L. Pollock"]
Evolution of Software Development Strategies.	ICSE (2)	2015	["Katrina E. Falkner", "Claudia Szabo", "Rebecca Vivian", "Nickolas J. G. Falkner"]
RECONTEST: Effective Regression Testing of Concurrent Programs.	ICSE (1)	2015	["Valerio Terragni", "Shing-Chi Cheung", "Charles Zhang"]
Drawing Insight from Student Perceptions of Reflective Design Learning.	ICSE (2)	2015	["Thomas V. Wilkins", "John C. Georgas"]
A Synergistic Analysis Method for Explaining Failed Regression Tests.	ICSE (1)	2015	["Qiuping Yi", "Zijiang Yang", "Jian Liu", "Chen Zhao", "Chao Wang"]
Effectiveness of Persona with Personality Traits on Conceptual Design.	ICSE (2)	2015	["Farshid Anvari", "Deborah Richards", "Michael Hitchens", "Muhammad Ali Babar"]
An Information Retrieval Approach for Regression Test Prioritization Based on Program Changes.	ICSE (1)	2015	["Ripon K. Saha", "Lingming Zhang", "Sarfraz Khurshid", "Dewayne E. Perry"]
Industry/University Collaboration in Software Engineering Education: Refreshing and Retuning Our Strategies.	ICSE (2)	2015	["Nancy R. Mead"]
Novice Code Understanding Strategies during a Software Maintenance Assignment.	ICSE (2)	2015	["Claudia Szabo"]
IccTA: Detecting Inter-Component Privacy Leaks in Android Apps.	ICSE (1)	2015	["Li Li", "Alexandre Bartel", "Tegawend\u00e9 F. Bissyand\u00e9", "Jacques Klein", "Yves Le Traon", "Steven Arzt", "Siegfried Rasthofer", "Eric Bodden", "Damien Octeau", "Patrick McDaniel"]
Learning Global Agile Software Engineering Using Same-Site and Cross-Site Teams.	ICSE (2)	2015	["Maria Paasivaara", "Kelly Blincoe", "Casper Lassenius", "Daniela E. Damian", "Jyoti Sheoran", "Francis Harrison", "Prashant Chhabra", "Aminah Yussuf", "Veikko Isotalo"]
Do Security Patterns Really Help Designers?	ICSE (1)	2015	["Koen Yskout", "Riccardo Scandariato", "Wouter Joosen"]
Code Repurposing as an Assessment Tool.	ICSE (2)	2015	["Joseph Sant"]
Remote Development and Distance Delivery of Innovative Courses: Challenges and Opportunities.	ICSE (2)	2015	["Kristina Marasovic", "Michael Lutz"]
Improving Student Group Work with Collaboration Patterns: A Case Study.	ICSE (2)	2015	["Christian K\u00f6ppe", "Marko C. J. D. van Eekelen", "Stijn Hoppenbrouwers"]
AppContext: Differentiating Malicious and Benign Mobile App Behaviors Using Context.	ICSE (1)	2015	["Wei Yang", "Xusheng Xiao", "Benjamin Andow", "Sihan Li", "Tao Xie", "William Enck"]
Teaching Software Systems Thinking at The Open University.	ICSE (2)	2015	["Michel Wermelinger", "Jon G. Hall", "Lucia Rapanotti", "Leonor Barroca", "Magnus Ramage", "Arosha K. Bandara"]
Masters-Level Software Engineering Education and the Enriched Student Context.	ICSE (2)	2015	["Jon G. Hall", "Lucia Rapanotti"]
TypeDevil: Dynamic Type Inconsistency Analysis for JavaScript.	ICSE (1)	2015	["Michael Pradel", "Parker Schuh", "Koushik Sen"]
Combining Mastery Learning with Project-Based Learning in a First Programming Course: An Experience Report.	ICSE (2)	2015	["Mehdi Jazayeri"]
Collaborative and Cooperative-Learning in Software Engineering Courses.	ICSE (2)	2015	["Neelam Soundarajan", "Swaroop Joshi", "Rajiv Ramnath"]
Using GSwE2009 for the Evaluation of a Master Degree in Software Engineering in the Universidad de la República.	ICSE (2)	2015	["Lucia Camilloni", "Diego Vallespir", "Mark A. Ardis"]
Detecting Inconsistencies in JavaScript MVC Applications.	ICSE (1)	2015	["Frolin S. Ocariza Jr.", "Karthik Pattabiraman", "Ali Mesbah"]
System Thinking: Educating T-Shaped Software Engineers.	ICSE (2)	2015	["Barry W. Boehm", "Supannika Koolmanojwong Mobasser"]
AutoCSP: Automatically Retrofitting CSP to Web Applications.	ICSE (1)	2015	["Mattia Fazzini", "Prateek Saxena", "Alessandro Orso"]
Transparently Teaching in the Context of Game-based Learning: the Case of SimulES-W.	ICSE (2)	2015	["Elizabeth Suescun Monsalve", "Julio Cesar Sampaio do Prado Leite", "Vera Maria Benjamim Werneck"]
How Much Up-Front? A Grounded theory of Agile Architecture.	ICSE (1)	2015	["Michael Waterman", "James Noble", "George Allan"]
Educating Software Engineering Managers - Revisited What Software Project Managers Need to Know Today.	ICSE (2)	2015	["Lawrence Peters", "Ana M. Moreno"]
Work Practices and Challenges in Pull-Based Development: The Integrator's Perspective.	ICSE (1)	2015	["Georgios Gousios", "Andy Zaidman", "Margaret-Anne D. Storey", "Arie van Deursen"]
Contest Based Learning with Blending Software Engineering and Business Management: For Students' High Motivation and High Practice Ability.	ICSE (2)	2015	["Noriko Hanakawa"]
Build It Yourself! Homegrown Tools in a Large Software Company.	ICSE (1)	2015	["Edward K. Smith", "Christian Bird", "Thomas Zimmermann"]
Concurrent Software Engineering and Robotics Education.	ICSE (2)	2015	["Jiwon Shin", "Andrey Rusakov", "Bertrand Meyer"]
Morpheus: Variability-Aware Refactoring in the Wild.	ICSE (1)	2015	["J\u00f6rg Liebig", "Andreas Janker", "Florian Garbe", "Sven Apel", "Christian Lengauer"]
The Development of a Dashboard Tool for Visualising Online Teamwork Discussions.	ICSE (2)	2015	["Rebecca Vivian", "Hamid Tarmazdi", "Katrina E. Falkner", "Nickolas J. G. Falkner", "Claudia Szabo"]
Software Design Studio: A Practical Example.	ICSE (2)	2015	["Jaejoon Lee", "Gerald Kotonya", "Jon Whittle", "Christopher Bull"]
Does Automated Refactoring Obviate Systematic Editing?	ICSE (1)	2015	["Lisa Hua", "Miryung Kim", "Kathryn S. McKinley"]
Code Hunt: Experience with Coding Contests at Scale.	ICSE (2)	2015	["Judith Bishop", "R. Nigel Horspool", "Tao Xie", "Nikolai Tillmann", "Jonathan de Halleux"]
When and Why Your Code Starts to Smell Bad.	ICSE (1)	2015	["Michele Tufano", "Fabio Palomba", "Gabriele Bavota", "Rocco Oliveto", "Massimiliano Di Penta", "Andrea De Lucia", "Denys Poshyvanyk"]
Does Outside-In Teaching Improve the Learning of Object-Oriented Programming?	ICSE (2)	2015	["Erica Janke", "Philipp Brune", "Stefan Wagner"]
Learning to Log: Helping Developers Make Informed Logging Decisions.	ICSE (1)	2015	["Jieming Zhu", "Pinjia He", "Qiang Fu", "Hongyu Zhang", "Michael R. Lyu", "Dongmei Zhang"]
Active and Inductive Learning in Software Engineering Education.	ICSE (2)	2015	["Yvonne Sedelmaier", "Dieter Landes"]
Mining Apps for Abnormal Usage of Sensitive Data.	ICSE (1)	2015	["Vitalii Avdiienko", "Konstantin Kuznetsov", "Alessandra Gorla", "Andreas Zeller", "Steven Arzt", "Siegfried Rasthofer", "Eric Bodden"]
In Search of the Emotional Design Effect in Programming.	ICSE (2)	2015	["Lassi Haaranen", "Petri Ihantola", "Juha Sorva", "Arto Vihavainen"]
Experiences in Developing and Delivering a Programme of Part-Time Education in Software and Systems Security.	ICSE (2)	2015	["Andrew C. Simpson", "Andrew Martin", "Cas J. F. Cremers", "Ivan Flechais", "Ivan Martinovic", "Kasper Bonne Rasmussen"]
Tracking Static Analysis Violations over Time to Capture Developer Characteristics.	ICSE (1)	2015	["Pavel Avgustinov", "Arthur I. Baars", "Anders S. Henriksen", "R. Greg Lavender", "Galen Menzel", "Oege de Moor", "Max Sch\u00e4fer", "Julian Tibble"]
Teaching Software Architecture to Undergraduate Students: An Experience Report.	ICSE (2)	2015	["Chandan Raj Rupakheti", "Stephen V. Chenoweth"]
DirectFix: Looking for Simple Program Repairs.	ICSE (1)	2015	["Sergey Mechtaev", "Jooyong Yi", "Abhik Roychoudhury"]
CS/SE Instructors Can Improve Student Writing without Reducing Class Time Devoted to Technical Content: Experimental Results.	ICSE (2)	2015	["Paul V. Anderson", "Sarah Heckman", "Mladen A. Vouk", "David Wright", "Michael Carter", "Janet E. Burge", "Gerald C. Gannod"]
Safe Memory-Leak Fixing for C Programs.	ICSE (1)	2015	["Qing Gao", "Yingfei Xiong", "Yaqing Mi", "Lu Zhang", "Weikun Yang", "Zhaoping Zhou", "Bing Xie", "Hong Mei"]
Sustainability Design and Software: The Karlskrona Manifesto.	ICSE (2)	2015	["Christoph Becker", "Ruzanna Chitchyan", "Leticia Duboc", "Steve Easterbrook", "Birgit Penzenstadler", "Norbert Seyff", "Colin C. Venters"]
relifix: Automated Repair of Software Regressions.	ICSE (1)	2015	["Shin Hwei Tan", "Abhik Roychoudhury"]
Interdisciplinary Design Patterns for Socially Aware Computing.	ICSE (2)	2015	["Harun Baraki", "Kurt Geihs", "Christian Voigtmann", "Axel Hoffmann", "Romy Kniewel", "Bjorn-Elmar Macek", "Julia Zirfas"]
The Art of Testing Less without Sacrificing Quality.	ICSE (1)	2015	["Kim Herzig", "Michaela Greiler", "Jacek Czerwonka", "Brendan Murphy"]
The Role of Design Thinking and Physical Prototyping in Social Software Engineering.	ICSE (2)	2015	["Peter Newman", "Maria Angela Ferrario", "William Simm", "Stephen Forshaw", "Adrian Friday", "Jon Whittle"]
No PAIN, No Gain? The Utility of PArallel Fault INjections.	ICSE (1)	2015	["Stefan Winter", "Oliver Schwahn", "Roberto Natella", "Neeraj Suri", "Domenico Cotroneo"]
On the Role of Value Sensitive Concerns in Software Engineering Practice.	ICSE (2)	2015	["Balbir S. Barn", "Ravinder Barn", "Franco Raimondi"]
Engineering Sustainability Through Language.	ICSE (2)	2015	["Ruzanna Chitchyan", "Walter Cazzola", "Awais Rashid"]
Enabling the Definition and Enforcement of Governance Rules in Open Source Systems.	ICSE (2)	2015	["Javier Luis C\u00e1novas Izquierdo", "Jordi Cabot"]
A Flexible and Non-intrusive Approach for Computing Complex Structural Coverage Metrics.	ICSE (1)	2015	["Michael W. Whalen", "Suzette Person", "Neha Rungta", "Matt Staats", "Daniela Grijincu"]
AppCivist - A Service-Oriented Software Platform for Socially Sustainable Activism.	ICSE (2)	2015	["Animesh Pathak", "Val\u00e9rie Issarny", "James Holston"]
Combining Multi-Objective Search and Constraint Solving for Configuring Large Software Product Lines.	ICSE (1)	2015	["Christopher Henard", "Mike Papadakis", "Mark Harman", "Yves Le Traon"]
SOA4DM: Applying an SOA Paradigm to Coordination in Humanitarian Disaster Response.	ICSE (2)	2015	["Kelly Lyons", "Christie Oh"]
Managing Emergent Ethical Concerns for Software Engineering in Society.	ICSE (2)	2015	["Awais Rashid", "Karenza Moore", "Corinne May-Chahal", "Ruzanna Chitchyan"]
Dementia and Social Sustainability: Challenges for Software Engineering.	ICSE (2)	2015	["Pete Sawyer", "Alistair Sutcliffe", "Paul Rayson", "Chris Bull"]
A Genetic Algorithm for Detecting Significant Floating-Point Inaccuracies.	ICSE (1)	2015	["Daming Zou", "Ran Wang", "Yingfei Xiong", "Lu Zhang", "Zhendong Su", "Hong Mei"]
Cognitively Sustainable ICT with Ubiquitous Mobile Services - Challenges and Opportunities.	ICSE (2)	2015	["Marcus Jagemar", "Gordana Dodig-Crnkovic"]
Learning Combinatorial Interaction Test Generation Strategies Using Hyperheuristic Search.	ICSE (1)	2015	["Yue Jia", "Myra B. Cohen", "Mark Harman", "Justyna Petke"]
New Initiative: The Naturalness of Software.	ICSE (2)	2015	["Premkumar T. Devanbu"]
Virtual Reality in Software Engineering: Affordances, Applications, and Challenges.	ICSE (2)	2015	["Anthony Elliott", "Brian Peiris", "Chris Parnin"]
CodeAware: Sensor-Based Fine-Grained Monitoring and Management of Software Artifacts.	ICSE (2)	2015	["Rui Abreu", "Hakan Erdogmus", "Alexandre Perez"]
Borrowing from the Crowd: A Study of Recombination in Software Design Competitions.	ICSE (1)	2015	["Thomas D. LaToza", "Micky Chen", "Luxi Jiang", "Mengyao Zhao", "Andr\u00e9 van der Hoek"]
Free Hugs - Praising Developers for Their Actions.	ICSE (2)	2015	["Roberto Minelli", "Andrea Mocci", "Michele Lanza"]
How (Much) Do Developers Test?	ICSE (2)	2015	["Moritz Beller", "Georgios Gousios", "Andy Zaidman"]
From Developer Networks to Verified Communities: A Fine-Grained Approach.	ICSE (1)	2015	["Mitchell Joblin", "Wolfgang Mauerer", "Sven Apel", "Janet Siegmund", "Dirk Riehle"]
A Vision of Crowd Development.	ICSE (2)	2015	["Thomas D. LaToza", "Andr\u00e9 van der Hoek"]
When App Stores Listen to the Crowd to Fight Bugs in the Wild.	ICSE (2)	2015	["Maria Gomez", "Matias Martinez", "Martin Monperrus", "Romain Rouvoy"]
Incorporating Human Intention into Self-Adaptive Systems.	ICSE (2)	2015	["Shihong Huang", "Pedro Miranda"]
Open Source-Style Collaborative Development Practices in Commercial Projects Using GitHub.	ICSE (1)	2015	["Eirini Kalliamvakou", "Daniela E. Damian", "Kelly Blincoe", "Leif Singer", "Daniel M. Germ\u00e1n"]
An Initiative to Improve Reproducibility and Empirical Evaluation of Software Testing Techniques.	ICSE (2)	2015	["Francisco Gomes de Oliveira Neto", "Richard Torkar", "Patr\u00edcia D. L. Machado"]
Inferring Behavioral Specifications from Large-scale Repositories by Leveraging Collective Intelligence.	ICSE (2)	2015	["Hridesh Rajan", "Tien N. Nguyen", "Gary T. Leavens", "Robert Dyer"]
Fast Feedback Cycles in Empirical Software Engineering Research.	ICSE (2)	2015	["Antonio Vetro", "Saahil Ognawala", "Daniel M\u00e9ndez Fern\u00e1ndez", "Stefan Wagner"]
Database-Backed Program Analysis for Scalable Error Propagation.	ICSE (1)	2015	["Cathrin Weiss", "Cindy Rubio-Gonz\u00e1lez", "Ben Liblit"]
Dynamic Safety Cases for Through-Life Safety Assurance.	ICSE (2)	2015	["Ewen Denney", "Ganesh J. Pai", "Ibrahim Habli"]
Correctness and Relative Correctness.	ICSE (2)	2015	["Nafi Diallo", "Wided Ghardallou", "Ali Mili"]
On Architectural Diversity of Dynamic Adaptive Systems.	ICSE (2)	2015	["Hui Song", "Amal Elgammal", "Vivek Nallur", "Franck Chauvel", "Franck Fleurey", "Siobh\u00e1n Clarke"]
Tricorder: Building a Program Analysis Ecosystem.	ICSE (1)	2015	["Caitlin Sadowski", "Jeffrey van Gogh", "Ciera Jaspan", "Emma S\u00f6derberg", "Collin Winter"]
Information Transformation: An Underpinning Theory for Software Engineering.	ICSE (2)	2015	["David Clark", "Robert Feldt", "Simon M. Poulding", "Shin Yoo"]
A Unified Framework for the Comprehension of Software's Time.	ICSE (2)	2015	["Omar Benomar", "Houari A. Sahraoui", "Pierre Poulin"]
Smart Programming Playgrounds.	ICSE (2)	2015	["Rohan Padhye", "Pankaj Dhoolia", "Senthil Mani", "Vibha Singhal Sinha"]
Alloy*: A General-Purpose Higher-Order Relational Constraint Solver.	ICSE (1)	2015	["Aleksandar Milicevic", "Joseph P. Near", "Eunsuk Kang", "Daniel Jackson"]
Capsule-Oriented Programming.	ICSE (2)	2015	["Hridesh Rajan"]
Evolution-Aware Monitoring-Oriented Programming.	ICSE (2)	2015	["Owolabi Legunsen", "Darko Marinov", "Grigore Rosu"]
Towards Explicitly Elastic Programming Frameworks.	ICSE (2)	2015	["K. R. Jayaram"]
DASE: Document-Assisted Symbolic Execution for Improving Automated Software Testing.	ICSE (1)	2015	["Edmund Wong", "Lei Zhang", "Song Wang", "Taiyue Liu", "Lin Tan"]
Optimising Energy Consumption of Design Patterns.	ICSE (2)	2015	["Adel Noureddine", "Ajitha Rajan"]
Mining Software Repositories for Social Norms.	ICSE (2)	2015	["Hoa Khanh Dam", "Bastin Tony Roy Savarimuthu", "Daniel Avery", "Aditya K. Ghose"]
Commit Bubbles.	ICSE (2)	2015	["Titus Barik", "Kevin Lubick", "Emerson R. Murphy-Hill"]
Compositional Symbolic Execution with Memoized Replay.	ICSE (1)	2015	["Rui Qiu", "Guowei Yang", "Corina S. Pasareanu", "Sarfraz Khurshid"]
Rapid Multi-Purpose, Multi-Commit Code Analysis.	ICSE (2)	2015	["Carol V. Alexandru", "Harald C. Gall"]
Leveraging Informal Documentation to Summarize Classes and Methods in Context.	ICSE (2)	2015	["Latifa Guerrouj", "David Bourque", "Peter C. Rigby"]
Regular Property Guided Dynamic Symbolic Execution.	ICSE (1)	2015	["Yufeng Zhang", "Zhenbang Chen", "Ji Wang", "Wei Dong", "Zhiming Liu"]
Bixie: Finding and Understanding Inconsistent Code.	ICSE (2)	2015	["Tim McCarthy", "Philipp R\u00fcmmer", "Martin Sch\u00e4f"]
TaskNav: Task-Based Navigation of Software Documentation.	ICSE (2)	2015	["Christoph Treude", "Mathieu Sicard", "Marc Klocke", "Martin P. Robillard"]
ViDI: The Visual Design Inspector.	ICSE (2)	2015	["Yuriy Tymchuk", "Andrea Mocci", "Michele Lanza"]
Combining Symbolic Execution and Model Checking for Data Flow Testing.	ICSE (1)	2015	["Ting Su", "Zhoulai Fu", "Geguang Pu", "Jifeng He", "Zhendong Su"]
Bootstrapping Mobile App Development.	ICSE (2)	2015	["Scott Barnett", "Rajesh Vasa", "John Grundy"]
Source Code Curation on StackOverflow: The Vesperin System.	ICSE (2)	2015	["Huascar Sanchez", "Jim Whitehead"]
The ECCO Tool: Extraction and Composition for Clone-and-Own.	ICSE (2)	2015	["Stefan Fischer", "Lukas Linsbauer", "Roberto E. Lopez-Herrejon", "Alexander Egyed"]
Are Students Representatives of Professionals in Software Engineering Experiments?	ICSE (1)	2015	["Iflaah Salman", "Ayse Tosun Misirli", "Natalia Juristo Juzgado"]
Extract Package Refactoring in ARIES.	ICSE (2)	2015	["Fabio Palomba", "Michele Tufano", "Gabriele Bavota", "Rocco Oliveto", "Andrian Marcus", "Denys Poshyvanyk", "Andrea De Lucia"]
scvRipper: Video Scraping Tool for Modeling Developers' Behavior Using Interaction Data.	ICSE (2)	2015	["Lingfeng Bao", "Jing Li", "Zhenchang Xing", "Xinyu Wang", "Bo Zhou"]
Why Good Developers Write Bad Code: An Observational Case Study of the Impacts of Organizational Factors on Software Quality.	ICSE (1)	2015	["Mathieu Lavall\u00e9e", "Pierre N. Robillard"]
Chiminey: Reliable Computing and Data Management Platform in the Cloud.	ICSE (2)	2015	["Iman I. Yusuf", "Ian E. Thomas", "Maria Spichkova", "Steve G. Androulakis", "Grischa R. Meyer", "Daniel W. Drumm", "George Opletal", "Salvy P. Russo", "Ashley M. Buckle", "Heinz W. Schmidt"]
Automated Program Repair in an Integrated Development Environment.	ICSE (2)	2015	["Yu Pei", "Carlo A. Furia", "Mart\u00edn Nordio", "Bertrand Meyer"]
FLEXISKETCH TEAM: Collaborative Sketching and Notation Creation on the Fly.	ICSE (2)	2015	["Dustin W\u00fcest", "Norbert Seyff", "Martin Glinz"]
Stuck and Frustrated or in Flow and Happy: Sensing Developers' Emotions and Progress.	ICSE (1)	2015	["Sebastian C. M\u00fcller", "Thomas Fritz"]
Interactive Synthesis Using Free-Form Queries.	ICSE (2)	2015	["Tihomir Gvero", "Viktor Kuncak"]
Varis: IDE Support for Embedded Client Code in PHP Web Applications.	ICSE (2)	2015	["Hung Viet Nguyen", "Christian K\u00e4stner", "Tien N. Nguyen"]
MU-MMINT: An IDE for Model Uncertainty.	ICSE (2)	2015	["Michalis Famelis", "Naama Ben-David", "Alessio Di Sandro", "Rick Salay", "Marsha Chechik"]
What Makes a Great Software Engineer?	ICSE (1)	2015	["Paul Luo Li", "Andrew J. Ko", "Jiamin Zhu"]
StriSynth: Synthesis for Live Programming.	ICSE (2)	2015	["Sumit Gulwani", "Mika\u00ebl Mayer", "Filip Niksic", "Ruzica Piskac"]
CACHECA: A Cache Language Model Based Code Suggestion Tool.	ICSE (2)	2015	["Christine Franks", "Zhaopeng Tu", "Premkumar T. Devanbu", "Vincent Hellendoorn"]
ChangeScribe: A Tool for Automatically Generating Commit Messages.	ICSE (2)	2015	["Mario Linares V\u00e1squez", "Luis Fernando Cortes-Coy", "Jairo Aponte", "Denys Poshyvanyk"]
